ident,ident_icao,ident_iata,actual_runway_off,actual_runway_on,fa_flight_id,operator,operator_icao,operator_iata,flight_number,registration,atc_ident,inbound_fa_flight_id,blocked,diverted,cancelled,position_only,origin_code,origin_code_icao,origin_code_iata,origin_code_lid,origin_timezone,origin_name,origin_city,origin_airport_info_url,destination_code,destination_code_icao,destination_code_iata,destination_code_lid,destination_timezone,destination_name,destination_city,destination_airport_info_url,departure_delay,arrival_delay,filed_ete,progress_percent,status,aircraft_type,route_distance,filed_airspeed,filed_altitude,route,baggage_claim,seats_cabin_business,seats_cabin_coach,seats_cabin_first,gate_origin,gate_destination,terminal_origin,terminal_destination,type,scheduled_out,estimated_out,actual_out,scheduled_off,estimated_off,actual_off,scheduled_on,estimated_on,actual_on,scheduled_in,estimated_in,actual_in
UAL2292,UAL2292,UA2292,,,UAL2292-1720776737-fa-428p,UAL,UAL,UA,2292,N24715,,UAL2208-1720726025-fa-1575p,False,False,False,False,KIAH,KIAH,IAH,IAH,America/Chicago,Houston Bush Int'ctl,Houston,/airports/KIAH,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-110,2220,0,Scheduled,B737,154,336,160,BNDTO6 MNURE WLEEE7,,,,12,C11,25,C,,Airline,2024-07-14T23:20:00Z,2024-07-14T23:20:00Z,,2024-07-14T23:30:00Z,2024-07-14T23:29:50Z,,2024-07-15T00:07:00Z,2024-07-15T00:07:10Z,,2024-07-15T00:19:00Z,2024-07-15T00:17:10Z,
SWA2042,SWA2042,WN2042,,,SWA2042-1720819274-airline-2056p,SWA,SWA,WN,2042,N933WN,,SWA4747-1720793830-airline-1895p,False,False,False,False,KFLL,KFLL,FLL,FLL,America/New_York,Fort Lauderdale Intl,Fort Lauderdale,/airports/KFLL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,240,600,9660,0,Scheduled,B737,1105,456,380,BNICE2 DOLIE Y280 LEV IAH LUKKN WLEEE7,,,,,B9,22,1,,Airline,2024-07-14T21:20:00Z,2024-07-14T21:24:00Z,,2024-07-14T21:30:00Z,2024-07-14T21:34:00Z,,2024-07-15T00:11:00Z,2024-07-15T00:15:00Z,,2024-07-15T00:15:00Z,2024-07-15T00:25:00Z,
SWA1308,SWA1308,WN1308,,,SWA1308-1720823178-airline-533p,SWA,SWA,WN,1308,N8868L,,SWA3278-1720805780-schedule-941p,False,False,False,False,KDAL,KDAL,DAL,DAL,America/Chicago,Dallas Love Fld,Dallas,/airports/KDAL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,3720,4320,2700,0,Scheduled / Delayed,B38M,190,400,180,CURLO6 WINDU SEWZY6,,,,,7,18,1,,Airline,2024-07-14T22:20:00Z,2024-07-14T23:22:00Z,,2024-07-14T22:29:10Z,2024-07-14T23:31:10Z,,2024-07-14T23:14:10Z,2024-07-15T00:17:00Z,,2024-07-14T23:15:00Z,2024-07-15T00:27:00Z,
AAL789,AAL789,AA789,,,AAL789-1720825429-airline-886p,AAL,AAL,AA,789,N938AN,,AAL1789-1720819287-airline-2040p,False,False,False,False,KDFW,KDFW,DFW,DFW,America/Chicago,Dallas-Fort Worth Intl,Dallas-Fort Worth,/airports/KDFW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2400,2280,1920,0,Scheduled / Delayed,B738,191,434,240,JASPA7 WINDU SEWZY6,,,,,A28,28,A,,Airline,2024-07-14T23:00:00Z,2024-07-14T23:40:00Z,,2024-07-14T23:10:00Z,2024-07-15T00:01:00Z,,2024-07-14T23:42:00Z,2024-07-15T00:33:00Z,,2024-07-15T00:05:00Z,2024-07-15T00:43:00Z,
SWA1717,SWA1717,WN1717,,,SWA1717-1720785719-airline-207p,SWA,SWA,WN,1717,N233LV,,SWA1717-1720785719-airline-206p,False,False,False,False,KSAN,KSAN,SAN,SAN,America/Los_Angeles,San Diego Intl,San Diego,/airports/KSAN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,9300,0,Scheduled,B737,1206,455,390,ZZOOO3 IPL J18 GBN SSO ELP FST DILLO LAIKS3,,,,,9,14,1,,Airline,2024-07-14T21:50:00Z,2024-07-14T21:50:00Z,,2024-07-14T22:00:00Z,2024-07-14T22:00:00Z,,2024-07-15T00:35:00Z,2024-07-15T00:35:00Z,,2024-07-15T00:45:00Z,2024-07-15T00:45:00Z,
SWA493,SWA493,WN493,,,SWA493-1720825429-airline-699p,SWA,SWA,WN,493,N8536Z,,SWA2750-1720818374-schedule-69p,False,False,False,False,KABQ,KABQ,ABQ,ABQ,America/Denver,Albuquerque Intl Sunport,Albuquerque,/airports/KABQ,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,180,5160,0,Scheduled,B738,619,462,370,MNZNO3 CME HOB UCOKA DILLO LAIKS3,,,,,A6,17,,,Airline,2024-07-14T23:00:00Z,2024-07-14T23:00:00Z,,2024-07-14T23:10:00Z,2024-07-14T23:12:00Z,,2024-07-15T00:36:00Z,2024-07-15T00:38:00Z,,2024-07-15T00:45:00Z,2024-07-15T00:48:00Z,
UAL1401,UAL1401,UA1401,,,UAL1401-1720735259-fa-874p,UAL,UAL,UA,1401,N33714,,UAL2729-1720719158-fa-514p,False,False,False,False,KEWR,KEWR,EWR,EWR,America/New_York,Newark Liberty Intl,Newark,/airports/KEWR,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,4980,5940,12240,0,Taxiing / Delayed,B737,1577,418,280,NEWEL J60 DANNR RAV J64 MAINE PXV J131 LIT TXK WINDU SEWZY6,,,,12,A17,31,A,,Airline,2024-07-14T19:17:00Z,2024-07-14T21:00:00Z,2024-07-14T20:40:00Z,2024-07-14T19:27:00Z,2024-07-14T21:18:00Z,,2024-07-14T22:51:00Z,2024-07-15T00:42:00Z,,2024-07-14T23:13:00Z,2024-07-15T00:52:00Z,
SWA3181,SWA3181,WN3181,,,SWA3181-1720820608-airline-86p,SWA,SWA,WN,3181,N8830Q,,SWA992-1720806387-airline-81p,False,False,False,False,KDCA,KDCA,DCA,DCA,America/New_York,Reagan National,Washington,/airports/KDCA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-900,10500,0,Scheduled,B38M,1372,457,380,REBLL5 OTTTO Q80 FAREV LAJUG Q68 LITTR BROBB WINDU SEWZY6,,,,,A2,16,,,Airline,2024-07-14T21:40:00Z,2024-07-14T21:40:00Z,,2024-07-14T21:50:00Z,2024-07-14T21:50:00Z,,2024-07-15T00:45:00Z,2024-07-15T00:45:00Z,,2024-07-15T01:10:00Z,2024-07-15T00:55:00Z,
DAL622,DAL622,DL622,,,DAL622-1720758343-fa-1079p,DAL,DAL,DL,622,N368NW,,DAL946-1720758343-fa-1087p,False,False,False,False,KLAX,KLAX,LAX,LAX,America/Los_Angeles,Los Angeles Intl,Los Angeles,/airports/KLAX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-420,9600,0,Scheduled,A320,1294,465,330,DOTSS2 CNERY BLH SPTFR SSO PEQ J183 FUSCO DILLO LAIKS3,,,,,21A,9,2,,Airline,2024-07-14T21:57:00Z,2024-07-14T21:57:00Z,,2024-07-14T22:07:00Z,2024-07-14T22:07:00Z,,2024-07-15T00:47:00Z,2024-07-15T00:47:00Z,,2024-07-15T01:04:00Z,2024-07-15T00:57:00Z,
SWA4587,SWA4587,WN4587,,,SWA4587-1720824270-schedule-1098p,SWA,SWA,WN,4587,N7745A,,SWA1995-1720808723-schedule-652p,False,False,False,False,MMUN,MMUN,CUN,,America/Cancun,Cancun Int'l,Cancun,/airports/MMUN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,22,180,7740,0,Scheduled,B737,923,452,380,NOSUG UT27 OMVIP UT45 ALKIM KEHLI A766 KELPP MUSYL WEEED WLEEE7,,0,143,0,62,6,4,,Airline,2024-07-14T22:30:00Z,2024-07-14T22:30:22Z,,2024-07-14T22:40:00Z,2024-07-14T22:44:00Z,,2024-07-15T00:49:00Z,2024-07-15T00:53:00Z,,2024-07-15T01:00:00Z,2024-07-15T01:03:00Z,
FFT1816,FFT1816,F91816,,,FFT1816-1720825206-schedule-21p,FFT,FFT,F9,1816,N318FR,,FFT2350-1720813541-schedule-1267p,False,False,False,False,KDEN,KDEN,DEN,DEN,America/Denver,Denver Intl,Denver,/airports/KDEN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6900,0,Scheduled,A20N,777,447,340,SUDDZ1 SUDDZ TAS SAF OTO CNX CME HOB MAF SJT LLO KALLA4,,0,186,0,A78,S2,,,Airline,2024-07-14T22:49:00Z,2024-07-14T22:49:00Z,,2024-07-14T22:59:00Z,2024-07-14T22:59:00Z,,2024-07-15T00:54:00Z,2024-07-15T00:54:00Z,,2024-07-15T01:04:00Z,2024-07-15T01:04:00Z,
SKW3689,SKW3689,OO3689,,,SKW3689-1720824270-schedule-1172p,SKW,SKW,OO,3689,N311SY,,SKW3684-1720816504-schedule-1136p,False,False,False,False,KMFE,KMFE,MFE,MFE,America/Chicago,Mc Allen Intl,Mc Allen,/airports/KMFE,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,3900,3900,3780,0,Scheduled / Delayed,E75L,280,438,300,STV350034 ELOEL,,12,64,0,4,7,,,Airline,2024-07-14T22:42:00Z,2024-07-14T23:47:00Z,,2024-07-14T22:52:00Z,2024-07-14T23:57:00Z,,2024-07-14T23:55:00Z,2024-07-15T01:00:00Z,,2024-07-15T00:05:00Z,2024-07-15T01:10:00Z,
SWA1861,SWA1861,WN1861,,,SWA1861-1720811784-airline-2077p,SWA,SWA,WN,1861,N7877H,,SWA580-1720802700-airline-1281p,False,False,False,False,KATL,KATL,ATL,ATL,America/New_York,Hartsfield-Jackson Intl,Atlanta,/airports/KATL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,12660,13440,7680,0,Scheduled / Delayed,B737,812,452,400,KAJIN2 STNGA WINAP Q40 AEX WEEED WLEEE7,,,,,C10,16,N,,Airline,2024-07-14T19:15:00Z,2024-07-14T22:46:00Z,,2024-07-14T19:25:00Z,2024-07-14T22:56:00Z,,2024-07-14T21:33:00Z,2024-07-15T01:04:00Z,,2024-07-14T21:30:00Z,2024-07-15T01:14:00Z,
SWA4634,SWA4634,WN4634,,,SWA4634-1720823333-schedule-1685p,SWA,SWA,WN,4634,N925WN,,SWA2111-1720812458-airline-433p,False,False,False,False,KCHS,KCHS,CHS,CHS,America/New_York,Charleston Intl/AFB,Charleston,/airports/KCHS,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,600,9000,0,Scheduled,B737,1055,453,400,STUNO1 ALD LOTTS MGMRY MERDN SWB WINDU SEWZY6,,0,143,0,B2,18,,,Airline,2024-07-14T22:25:00Z,2024-07-14T22:25:00Z,,2024-07-14T22:35:00Z,2024-07-14T22:35:00Z,,2024-07-15T01:05:00Z,2024-07-15T01:05:00Z,,2024-07-15T01:05:00Z,2024-07-15T01:15:00Z,
SWA2380,SWA2380,WN2380,,,SWA2380-1720823857-airline-666p,SWA,SWA,WN,2380,N414WN,,SWA482-1720812093-airline-1205p,False,False,False,False,KTPA,KTPA,TPA,TPA,America/New_York,Tampa Intl,Tampa,/airports/KTPA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,420,600,7980,0,Scheduled,B737,964,456,380,DORMR3 FROOT ROZZI Y280 LEV DBOYS WLEEE7,,,,,C37,20,,,Airline,2024-07-14T22:35:00Z,2024-07-14T22:42:00Z,,2024-07-14T22:45:00Z,2024-07-14T22:52:00Z,,2024-07-15T00:58:00Z,2024-07-15T01:05:00Z,,2024-07-15T01:05:00Z,2024-07-15T01:15:00Z,
ENY3392,ENY3392,MQ3392,,,ENY3392-1720830038-schedule-1622p,ENY,ENY,MQ,3392,N250NN,,ENY3404-1720810432-airline-1097p,False,False,False,False,KDFW,KDFW,DFW,DFW,America/Chicago,Dallas-Fort Worth Intl,Dallas-Fort Worth,/airports/KDFW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,2760,0,Scheduled,E170,191,400,180,JASPA7 WINDU SEWZY6,,12,64,0,B44,30,B,,Airline,2024-07-15T00:10:00Z,2024-07-15T00:10:00Z,,2024-07-15T00:20:00Z,2024-07-15T00:20:00Z,,2024-07-15T01:06:00Z,2024-07-15T01:06:00Z,,2024-07-15T01:16:00Z,2024-07-15T01:16:00Z,
ASH6292,ASH6292,YV6292,,,ASH6292-1720821579-airline-291p,ASH,ASH,YV,6292,N85320,,ASH6268-1720786997-airline-114p,False,False,False,False,KIAD,KIAD,IAD,IAD,America/New_York,Washington Dulles Intl,Washington,/airports/KIAD,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-780,10260,0,Scheduled,E75L,1330,466,280,RNLDI4 OTTTO Q80 JONEN Q80 CEGMA Q80 FAREV BWG LIT J131 TXK WINDU SEWZY6,,,,,A1G,27,,,Airline,2024-07-14T21:55:00Z,2024-07-14T21:55:00Z,,2024-07-14T22:05:00Z,2024-07-14T22:16:00Z,,2024-07-15T00:56:00Z,2024-07-15T01:07:00Z,,2024-07-15T01:30:00Z,2024-07-15T01:17:00Z,
AAL803,AAL803,AA803,,,AAL803-1720822873-airline-1276p,AAL,AAL,AA,803,N342PM,,AAL2124-1720811471-airline-2237p,False,False,False,False,KPHX,KPHX,PHX,PHX,America/Phoenix,Phoenix Sky Harbor Intl,Phoenix,/airports/KPHX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2700,2640,7440,0,Scheduled / Delayed,B738,871,465,350,BROAK1 MAXXO CNX BGS DILLO LAIKS3,,,,,A22,26,4,,Airline,2024-07-14T22:15:00Z,2024-07-14T23:00:00Z,,2024-07-14T22:25:00Z,2024-07-14T23:10:00Z,,2024-07-15T00:29:00Z,2024-07-15T01:14:00Z,,2024-07-15T00:40:00Z,2024-07-15T01:24:00Z,
DAL1170,DAL1170,DL1170,,,DAL1170-1720757954-fa-3p,DAL,DAL,DL,1170,N365DN,,DAL1572-1720757922-fa-11p,False,False,False,False,KATL,KATL,ATL,ATL,America/New_York,Hartsfield-Jackson Intl,Atlanta,/airports/KATL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-720,6540,0,Scheduled,A321,812,466,340,POUNC2 GRGIA GARTS LCH WEEED WLEEE7,,,,,B22,7,S,,Airline,2024-07-14T23:20:00Z,2024-07-14T23:20:00Z,,2024-07-14T23:30:00Z,2024-07-14T23:30:00Z,,2024-07-15T01:19:00Z,2024-07-15T01:19:00Z,,2024-07-15T01:41:00Z,2024-07-15T01:29:00Z,
SKW4085,SKW4085,OO4085,,,SKW4085-1720826140-schedule-1668p,SKW,SKW,OO,4085,N256SY,,SKW4015-1720809659-schedule-385p,False,False,False,False,KBNA,KBNA,BNA,BNA,America/Chicago,Nashville Intl,Nashville,/airports/KBNA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6840,0,Scheduled,E75L,756,445,380,DANLS3 DANLS MEMFS TXK BROBB WINDU SEWZY6,,12,64,0,B10,8,,,Airline,2024-07-14T23:15:00Z,2024-07-14T23:15:00Z,,2024-07-14T23:25:00Z,2024-07-14T23:25:00Z,,2024-07-15T01:19:00Z,2024-07-15T01:19:00Z,,2024-07-15T01:29:00Z,2024-07-15T01:29:00Z,
SWA4391,SWA4391,WN4391,,,SWA4391-1720827061-airline-677p,SWA,SWA,WN,4391,N7731A,,SWA180-1720806387-airline-74p,False,False,False,False,KPHX,KPHX,PHX,PHX,America/Phoenix,Phoenix Sky Harbor Intl,Phoenix,/airports/KPHX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,180,6960,0,Scheduled,B737,871,455,390,ECLPS1 PHASE ELP J183 FUSCO DILLO LAIKS3,,,,,C17,22,4,,Airline,2024-07-14T23:25:00Z,2024-07-14T23:25:00Z,,2024-07-14T23:35:00Z,2024-07-14T23:37:00Z,,2024-07-15T01:31:00Z,2024-07-15T01:33:00Z,,2024-07-15T01:40:00Z,2024-07-15T01:43:00Z,
SWA1582,SWA1582,WN1582,,,SWA1582-1720825129-airline-75p,SWA,SWA,WN,1582,N227WN,,SWA1593-1720741707-schedule-276p,False,False,False,False,KDEN,KDEN,DEN,DEN,America/Denver,Denver Intl,Denver,/airports/KDEN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,2100,2700,6900,0,Scheduled / Delayed,B737,777,455,390,SABTH2 VRONI PNH J17 ABI DILLO LAIKS3,,,,,C28,21,,,Airline,2024-07-14T22:55:00Z,2024-07-14T23:30:00Z,,2024-07-14T23:05:00Z,2024-07-14T23:40:00Z,,2024-07-15T01:00:00Z,2024-07-15T01:35:00Z,,2024-07-15T01:00:00Z,2024-07-15T01:45:00Z,
SWA945,SWA945,WN945,,,SWA945-1720813087-airline-3225p,SWA,SWA,WN,945,N8821S,,SWA737-1720795562-airline-34p,False,False,False,False,KBWI,KBWI,BWI,BWI,America/New_York,Baltimore/Washington Intl,Baltimore,/airports/KBWI,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,9720,10260,11640,0,Scheduled / Delayed,B38M,1418,465,360,TERPZ8 MAULS Q40 ALEAN VXV SQS SWB LUKKN WLEEE7,,,,,B9,19,,,Airline,2024-07-14T19:35:00Z,2024-07-14T22:17:00Z,,2024-07-14T19:45:00Z,2024-07-14T22:27:00Z,,2024-07-14T22:59:00Z,2024-07-15T01:41:00Z,,2024-07-14T23:00:00Z,2024-07-15T01:51:00Z,
DAL2728,DAL2728,DL2728,,,DAL2728-1720826140-schedule-1495p,DAL,DAL,DL,2728,N307DU,,DAL2657-1720812606-schedule-27p,False,False,False,False,KSLC,KSLC,SLC,SLC,America/Denver,Salt Lake City Intl,Salt Lake City,/airports/KSLC,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-360,8460,0,Scheduled,BCS3,1086,444,370,RUGGD3 KIERA HBU TXO LBB DILLO LAIKS3,,12,118,0,A36,8,,,Airline,2024-07-14T23:12:00Z,2024-07-14T23:12:00Z,,2024-07-14T23:22:00Z,2024-07-14T23:22:00Z,,2024-07-15T01:43:00Z,2024-07-15T01:43:00Z,,2024-07-15T01:59:00Z,2024-07-15T01:53:00Z,
AAL1953,AAL1953,AA1953,,,AAL1953-1720823178-airline-669p,AAL,AAL,AA,1953,N958AN,,AAL821-1720796804-airline-2344p,False,False,False,False,KLAX,KLAX,LAX,LAX,America/Los_Angeles,Los Angeles Intl,Los Angeles,/airports/KLAX,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,1560,1500,10200,0,Scheduled,B738,1241,460,370,DOTSS2 CNERY BLH SALOM EWM FUSCO DILLO LAIKS3,,,,,47B,23,4,,Airline,2024-07-14T22:24:00Z,2024-07-14T22:50:00Z,,2024-07-14T22:34:00Z,2024-07-14T23:00:00Z,,2024-07-15T01:24:00Z,2024-07-15T01:50:00Z,,2024-07-15T01:35:00Z,2024-07-15T02:00:00Z,
AAY1517,AAY1517,G41517,,,AAY1517-1720828163-schedule-606p,AAY,AAY,G4,1517,N330NV,,AAY1525-1720557323-schedule-749p,False,False,False,False,KSRQ,KSRQ,SRQ,SRQ,America/New_York,Sarasota/Bradenton Intl,Sarasota/Bradenton,/airports/KSRQ,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,7500,0,Scheduled,A319,961,457,360,TIDES1 FROOT ROZZI Y280 LEV DBOYS WLEEE7,,0,156,0,B7,B7,,,Airline,2024-07-14T23:44:00Z,2024-07-14T23:44:00Z,,2024-07-14T23:54:00Z,2024-07-14T23:54:00Z,,2024-07-15T01:59:00Z,2024-07-15T01:59:00Z,,2024-07-15T02:09:00Z,2024-07-15T02:09:00Z,
SWA3409,SWA3409,WN3409,,,SWA3409-1720829942-airline-1334p,SWA,SWA,WN,3409,N7860A,,SWA389-1720823178-airline-543p,False,False,False,False,KMCI,KMCI,MCI,MCI,America/Chicago,Kansas City Intl,Kansas City,/airports/KMCI,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,5700,0,Scheduled,B737,652,461,400,RACER8 DOSOA TUL J87 CVE BROBB WINDU SEWZY6,,,,,B64,14,,,Airline,2024-07-15T00:15:00Z,2024-07-15T00:15:00Z,,2024-07-15T00:25:00Z,2024-07-15T00:25:00Z,,2024-07-15T02:00:00Z,2024-07-15T02:00:00Z,,2024-07-15T02:00:00Z,2024-07-15T02:00:00Z,
SWA3166,SWA3166,WN3166,,,SWA3166-1720823178-airline-480p,SWA,SWA,WN,3166,N7857B,,SWA769-1720801924-airline-681p,False,False,False,False,KMDW,KMDW,MDW,MDW,America/Chicago,Chicago Midway Intl,Chicago,/airports/KMDW,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,4320,4920,8400,0,Scheduled / Delayed,B737,974,464,400,ACITO ADELL ARLYN STL FSM BROBB WINDU SEWZY6,,,,,B18,15,,,Airline,2024-07-14T22:20:00Z,2024-07-14T23:32:00Z,,2024-07-14T22:30:00Z,2024-07-14T23:42:00Z,,2024-07-15T00:50:00Z,2024-07-15T02:02:00Z,,2024-07-15T00:50:00Z,2024-07-15T02:12:00Z,
SWA930,SWA930,WN930,,,SWA930-1720829942-airline-1301p,SWA,SWA,WN,930,N8602F,,SWA3768-1720819954-airline-928p,False,False,False,False,KSTL,KSTL,STL,STL,America/Chicago,St Louis Lambert Intl,St Louis,/airports/KSTL,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,180,5760,0,Scheduled,B738,723,464,400,JAHNY6 MAP PGO BROBB WINDU SEWZY6,,,,,E10,17,,,Airline,2024-07-15T00:15:00Z,2024-07-15T00:15:00Z,,2024-07-15T00:25:00Z,2024-07-15T00:27:00Z,,2024-07-15T02:01:00Z,2024-07-15T02:03:00Z,,2024-07-15T02:10:00Z,2024-07-15T02:13:00Z,
SWA1849,SWA1849,WN1849,,,SWA1849-1720829942-airline-1300p,SWA,SWA,WN,1849,N249WN,,SWA649-1720815048-airline-799p,False,False,False,False,KELP,KELP,ELP,ELP,America/Denver,El Paso Intl,El Paso,/airports/KELP,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,780,780,5100,0,Scheduled,B737,528,458,370,NEVUE3 FST DILLO LAIKS3,,,,,B7,21,,,Airline,2024-07-15T00:15:00Z,2024-07-15T00:28:00Z,,2024-07-15T00:25:00Z,2024-07-15T00:38:00Z,,2024-07-15T01:50:00Z,2024-07-15T02:03:00Z,,2024-07-15T01:50:00Z,2024-07-15T02:03:00Z,
SWA2904,SWA2904,WN2904,,,SWA2904-1720829638-airline-1861p,SWA,SWA,WN,2904,N293WN,,SWA2444-1720802700-airline-1219p,False,False,False,False,KBNA,KBNA,BNA,BNA,America/Chicago,Nashville Intl,Nashville,/airports/KBNA,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6300,0,Scheduled,B737,756,460,400,DANLS3 DANLS MEMFS TXK BROBB WINDU SEWZY6,,,,,D6,15,,,Airline,2024-07-15T00:10:00Z,2024-07-15T00:10:00Z,,2024-07-15T00:20:00Z,2024-07-15T00:20:00Z,,2024-07-15T02:05:00Z,2024-07-15T02:05:00Z,,2024-07-15T02:15:00Z,2024-07-15T02:15:00Z,
UAL752,UAL752,UA752,,,UAL752-1720770504-fa-1213p,UAL,UAL,UA,752,N73259,,UAL479-1720776684-fa-2103p,False,False,False,False,KDEN,KDEN,DEN,DEN,America/Denver,Denver Intl,Denver,/airports/KDEN,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,6780,0,Scheduled,B738,809,448,350,SLEEK2 SLEEK PNH J17 ABI DILLO LAIKS3,,,,16,A18,29,,,Airline,2024-07-15T00:05:00Z,2024-07-15T00:05:00Z,,2024-07-15T00:15:00Z,2024-07-15T00:15:00Z,,2024-07-15T02:08:00Z,2024-07-15T02:08:00Z,,2024-07-15T02:18:00Z,2024-07-15T02:18:00Z,
DAL1233,DAL1233,DL1233,,,DAL1233-1720823333-schedule-1588p,DAL,DAL,DL,1233,N339NW,,DAL1166-1720803896-schedule-1245p,False,False,False,False,KJFK,KJFK,JFK,JFK,America/New_York,John F Kennedy Intl,New York,/airports/KJFK,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,-1260,13380,0,Scheduled,A320,1521,471,320,RBV Q430 SAAME J6 COLNS J6 HVQ Q68 SPAYD KI45Q MKL KF18G BROBB WINDU SEWZY6,,16,141,0,B47,9,4,,Airline,2024-07-14T22:20:00Z,2024-07-14T22:20:00Z,,2024-07-14T22:30:00Z,2024-07-14T22:30:00Z,,2024-07-15T02:13:00Z,2024-07-15T02:13:00Z,,2024-07-15T02:44:00Z,2024-07-15T02:23:00Z,
UAL1498,UAL1498,UA1498,,,UAL1498-1720776718-fa-4750p,UAL,UAL,UA,1498,N75410,,UAL1794-1720761308-fa-209p,False,False,False,False,KIAH,KIAH,IAH,IAH,America/Chicago,Houston Bush Int'ctl,Houston,/airports/KIAH,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,2340,0,Scheduled,B739,140,356,160,BNDTO5 MNURE WLEEE7,,,,20,C44,31,C,,Airline,2024-07-15T01:25:00Z,2024-07-15T01:25:00Z,,2024-07-15T01:35:00Z,2024-07-15T01:35:00Z,,2024-07-15T02:14:00Z,2024-07-15T02:14:00Z,,2024-07-15T02:24:00Z,2024-07-15T02:24:00Z,
SWA652,SWA652,WN652,,,SWA652-1720828336-airline-1340p,SWA,SWA,WN,652,N225WN,,SWA2162-1720815048-airline-920p,False,False,False,False,KMCO,KMCO,MCO,MCO,America/New_York,Orlando Intl,Orlando,/airports/KMCO,KAUS,KAUS,AUS,AUS,America/Chicago,Austin-Bergstrom Intl,Austin,/airports/KAUS,0,0,8400,0,Scheduled,B737,993,453,400,OSPRY1 REMIS Y280 LEV LCH WEEED WLEEE7,,,,,126,20,A,,Airline,2024-07-14T23:50:00Z,2024-07-14T23:50:00Z,,2024-07-15T00:00:00Z,2024-07-15T00:00:00Z,,2024-07-15T02:20:00Z,2024-07-15T02:20:00Z,,2024-07-15T02:30:00Z,2024-07-15T02:30:00Z,
